Dyad,Condition,Role,Node,Strength
dyad25,elicit,perant,S15,6.508
dyad25,elicit,perant,S16,7.503
dyad25,elicit,perant,S17,5.074
dyad25,elicit,perant,S18,6.431
dyad25,free,baby,S1,6.659
dyad25,free,baby,S2,5.341
dyad25,free,baby,S3,5.753
dyad25,free,baby,S4,5.826
dyad25,free,baby,S5,5.688
dyad25,free,baby,S6,8.837
dyad25,free,baby,S7,6.153
dyad25,free,baby,S8,7.109
dyad25,free,baby,S9,6.917
dyad25,free,baby,S10,9.217
dyad25,free,baby,S11,8.007
dyad25,free,baby,S12,5.101
dyad25,free,baby,S13,7.738
dyad25,free,baby,S14,5.343
dyad25,free,baby,S15,7.146
dyad25,free,baby,S16,4.65
dyad25,free,baby,S17,9.602
dyad25,free,baby,S18,6.453
dyad25,free,perant,S1,7.65
dyad25,free,perant,S2,2.398
dyad25,free,perant,S3,7.849
dyad25,free,perant,S4,3.043
dyad25,free,perant,S5,2.595
dyad25,free,perant,S6,9.986
dyad25,free,perant,S7,8.775
dyad25,free,perant,S8,9.481
dyad25,free,perant,S9,9.36
dyad25,free,perant,S10,9.244
dyad25,free,perant,S11,8.821
dyad25,free,perant,S12,8.412
dyad25,free,perant,S13,6.918
dyad25,free,perant,S14,6.266
dyad25,free,perant,S15,8.539
dyad25,free,perant,S16,9.436
dyad25,free,perant,S17,9.479
dyad25,free,perant,S18,9.936
dyad25,instruct,baby,S1,5.007
dyad25,instruct,baby,S2,5.242
dyad25,instruct,baby,S3,3.475
dyad25,instruct,baby,S4,5.91
dyad25,instruct,baby,S5,5.232
dyad25,instruct,baby,S6,5.51
dyad25,instruct,baby,S7,4.337
dyad25,instruct,baby,S8,4.753
dyad25,instruct,baby,S9,3.792
dyad25,instruct,baby,S10,5.247
dyad25,instruct,baby,S11,5.262
dyad25,instruct,baby,S12,3.551
dyad25,instruct,baby,S13,7.178
dyad25,instruct,baby,S14,3.899
dyad25,instruct,baby,S15,6.083
dyad25,instruct,baby,S16,5.034
dyad25,instruct,baby,S17,7.111
dyad25,instruct,baby,S18,6.668
dyad25,instruct,perant,S1,9.744
dyad25,instruct,perant,S2,5.256
dyad25,instruct,perant,S3,4.762
dyad25,instruct,perant,S4,3.093
dyad25,instruct,perant,S5,2.029
dyad25,instruct,perant,S6,8.827
dyad25,instruct,perant,S7,8.295
dyad25,instruct,perant,S8,9.255
dyad25,instruct,perant,S9,9.07
dyad25,instruct,perant,S10,5.467
dyad25,instruct,perant,S11,10.487
dyad25,instruct,perant,S12,8.518
dyad25,instruct,perant,S13,6.884
dyad25,instruct,perant,S14,7.986
dyad25,instruct,perant,S15,9.364
dyad25,instruct,perant,S16,9.371
dyad25,instruct,perant,S17,10.377
dyad25,instruct,perant,S18,9.126
dyad31,elicit,baby,S1,5.372
dyad31,elicit,baby,S2,3.742
dyad31,elicit,baby,S3,2.165
dyad31,elicit,baby,S4,3.879
dyad31,elicit,baby,S5,4.316
dyad31,elicit,baby,S6,3.255
dyad31,elicit,baby,S7,5.173
dyad31,elicit,baby,S8,4.527
dyad31,elicit,baby,S9,2.808
dyad31,elicit,baby,S10,6.59
dyad31,elicit,baby,S11,7.547
dyad31,elicit,baby,S12,5.323
dyad31,elicit,baby,S13,5.67
dyad31,elicit,baby,S14,4.896
dyad31,elicit,baby,S15,5.706
dyad31,elicit,baby,S16,1.825
dyad31,elicit,baby,S17,6.158
dyad31,elicit,baby,S18,6.1
dyad31,elicit,perant,S1,5.917
dyad31,elicit,perant,S2,8.811
dyad31,elicit,perant,S3,6.957
dyad31,elicit,perant,S4,5.38
dyad31,elicit,perant,S5,6.797
dyad31,elicit,perant,S6,6.355
dyad31,elicit,perant,S7,6.042
dyad31,elicit,perant,S8,8.516
dyad31,elicit,perant,S9,7.487
dyad31,elicit,perant,S10,4.531
dyad31,elicit,perant,S11,8.678
dyad31,elicit,perant,S12,5.56
dyad31,elicit,perant,S13,6.005
dyad31,elicit,perant,S14,5.37
dyad31,elicit,perant,S15,4.292
dyad31,elicit,perant,S16,5.946
dyad31,elicit,perant,S17,6.43
dyad31,elicit,perant,S18,5.26
dyad31,free,baby,S1,2.921
dyad31,free,baby,S2,5.038
dyad31,free,baby,S3,5.367
dyad31,free,baby,S4,3.725
dyad31,free,baby,S5,4.642
dyad31,free,baby,S6,2.996
dyad31,free,baby,S7,4.917
dyad31,free,baby,S8,5.337
dyad31,free,baby,S9,3.072
dyad31,free,baby,S10,4.846
dyad31,free,baby,S11,6.577
dyad31,free,baby,S12,6.361
dyad31,free,baby,S13,6.983
dyad31,free,baby,S14,5.447
dyad31,free,baby,S15,4.471
dyad31,free,baby,S16,5.402
dyad31,free,baby,S17,5.138
dyad31,free,baby,S18,4.683
dyad31,free,perant,S1,4.215
dyad31,free,perant,S2,8.197
dyad31,free,perant,S3,10.582
dyad31,free,perant,S4,9.811
dyad31,free,perant,S5,8.798
dyad31,free,perant,S6,9.531
dyad31,free,perant,S7,8.551
dyad31,free,perant,S8,10.01
dyad31,free,perant,S9,7.984
dyad31,free,perant,S10,6.789
dyad31,free,perant,S11,7.197
dyad31,free,perant,S12,7.029
dyad31,free,perant,S13,10.574
dyad31,free,perant,S14,8.461
dyad31,free,perant,S15,9.777
dyad31,free,perant,S16,9.313
dyad31,free,perant,S17,10.478
dyad31,free,perant,S18,10.608
dyad31,instruct,baby,S1,4.261
dyad31,instruct,baby,S2,6.524
dyad31,instruct,baby,S3,8.49
dyad31,instruct,baby,S4,5.126
dyad31,instruct,baby,S5,5.9
dyad31,instruct,baby,S6,5.087
dyad31,instruct,baby,S7,9.45
dyad31,instruct,baby,S8,8.096
dyad31,instruct,baby,S9,7.147
dyad31,instruct,baby,S10,7.204
dyad31,instruct,baby,S11,7.95
dyad31,instruct,baby,S12,8.03
dyad31,instruct,baby,S13,6.149
dyad31,instruct,baby,S14,5.554
dyad31,instruct,baby,S15,8.434
dyad31,instruct,baby,S16,8.906
dyad31,instruct,baby,S17,8.522
dyad31,instruct,baby,S18,6.677
dyad31,instruct,perant,S1,4.44
dyad31,instruct,perant,S2,6.901
dyad31,instruct,perant,S3,4.098
dyad31,instruct,perant,S4,4.78
dyad31,instruct,perant,S5,2.96
dyad31,instruct,perant,S6,4.625
dyad31,instruct,perant,S7,5.353
dyad31,instruct,perant,S8,7.499
dyad31,instruct,perant,S9,8.038
dyad31,instruct,perant,S10,5.889
dyad31,instruct,perant,S11,8.127
dyad31,instruct,perant,S12,2.653
dyad31,instruct,perant,S13,4.452
dyad31,instruct,perant,S14,3.63
dyad31,instruct,perant,S15,5.896
dyad31,instruct,perant,S16,3.113
dyad31,instruct,perant,S17,8.436
dyad31,instruct,perant,S18,7.978
dyad34,elicit,baby,S1,4.811
dyad34,elicit,baby,S2,6.425
dyad34,elicit,baby,S3,2.605
dyad34,elicit,baby,S4,5.744
dyad34,elicit,baby,S5,8.442
dyad34,elicit,baby,S6,5.315
dyad34,elicit,baby,S7,5.5
dyad34,elicit,baby,S8,6.407
dyad34,elicit,baby,S9,5.17
dyad34,elicit,baby,S10,3.31
dyad34,elicit,baby,S11,5.499
dyad34,elicit,baby,S12,5.669
dyad34,elicit,baby,S13,5.381
dyad34,elicit,baby,S14,7.091
dyad34,elicit,baby,S15,4.102
dyad34,elicit,baby,S16,5.375
dyad34,elicit,baby,S17,6.275
dyad34,elicit,baby,S18,4.883
dyad34,elicit,perant,S1,2.446
dyad34,elicit,perant,S2,2.931
dyad34,elicit,perant,S3,2.59
dyad34,elicit,perant,S4,1.0
dyad34,elicit,perant,S5,1.0
dyad34,elicit,perant,S6,1.0
dyad34,elicit,perant,S7,1.0
dyad34,elicit,perant,S8,1.0
dyad34,elicit,perant,S9,1.0
dyad34,elicit,perant,S10,1.39
dyad34,elicit,perant,S11,1.0
dyad34,elicit,perant,S12,1.0
dyad34,elicit,perant,S13,1.0
dyad34,elicit,perant,S14,1.0
dyad34,elicit,perant,S15,1.0
dyad34,elicit,perant,S16,1.0
dyad34,elicit,perant,S17,1.0
dyad34,elicit,perant,S18,1.0
dyad34,free,baby,S1,4.011
dyad34,free,baby,S2,6.567
dyad34,free,baby,S3,3.638
dyad34,free,baby,S4,5.854
dyad34,free,baby,S5,4.889
dyad34,free,baby,S6,5.685
dyad34,free,baby,S7,4.872
dyad34,free,baby,S8,5.246
dyad34,free,baby,S9,6.169
dyad34,free,baby,S10,2.953
dyad34,free,baby,S11,6.66
dyad34,free,baby,S12,5.761
dyad34,free,baby,S13,3.261
dyad34,free,baby,S14,5.78
dyad34,free,baby,S15,4.708
dyad34,free,baby,S16,4.657
dyad34,free,baby,S17,4.511
dyad34,free,baby,S18,6.039
dyad34,free,perant,S1,2.982
dyad34,free,perant,S2,3.284
dyad34,free,perant,S3,3.438
dyad34,free,perant,S4,1.979
dyad34,free,perant,S5,1.0
dyad34,free,perant,S6,1.0
dyad34,free,perant,S7,1.0
dyad34,free,perant,S8,1.0
dyad34,free,perant,S9,1.0
dyad34,free,perant,S10,2.785
dyad34,free,perant,S11,1.489
dyad34,free,perant,S12,1.0
dyad34,free,perant,S13,1.0
dyad34,free,perant,S14,1.0
dyad34,free,perant,S15,1.0
dyad34,free,perant,S16,1.0
dyad34,free,perant,S17,1.0
dyad34,free,perant,S18,1.0
dyad34,instruct,baby,S1,3.453
dyad34,instruct,baby,S2,4.435
dyad34,instruct,baby,S3,3.173
dyad34,instruct,baby,S4,2.859
dyad34,instruct,baby,S5,3.852
dyad34,instruct,baby,S6,4.078
dyad34,instruct,baby,S7,3.483
dyad34,instruct,baby,S8,4.444
dyad34,instruct,baby,S9,3.816
dyad34,instruct,baby,S10,2.563
dyad34,instruct,baby,S11,2.95
dyad34,instruct,baby,S12,4.06
dyad34,instruct,baby,S13,4.412
dyad34,instruct,baby,S14,4.028
dyad34,instruct,baby,S15,4.383
dyad34,instruct,baby,S16,4.751
dyad34,instruct,baby,S17,3.147
dyad34,instruct,baby,S18,4.302
dyad34,instruct,perant,S1,2.254
dyad34,instruct,perant,S2,2.935
dyad34,instruct,perant,S3,2.966
dyad34,instruct,perant,S4,2.561
dyad34,instruct,perant,S5,1.0
dyad34,instruct,perant,S6,1.0
dyad34,instruct,perant,S7,1.0
dyad34,instruct,perant,S8,1.0
dyad34,instruct,perant,S9,1.0
dyad34,instruct,perant,S10,1.753
dyad34,instruct,perant,S11,1.366
dyad34,instruct,perant,S12,1.0
dyad34,instruct,perant,S13,1.0
dyad34,instruct,perant,S14,1.0
dyad34,instruct,perant,S15,1.0
dyad34,instruct,perant,S16,1.0
dyad34,instruct,perant,S17,1.0
dyad34,instruct,perant,S18,1.0
dyad38,elicit,baby,S1,2.05
dyad38,elicit,baby,S2,6.495
dyad38,elicit,baby,S3,5.772
dyad38,elicit,baby,S4,3.946
dyad38,elicit,baby,S5,6.295
dyad38,elicit,baby,S6,5.501
dyad38,elicit,baby,S7,3.078
dyad38,elicit,baby,S8,3.473
dyad38,elicit,baby,S9,4.99
dyad38,elicit,baby,S10,3.153
dyad38,elicit,baby,S11,6.382
dyad38,elicit,baby,S12,6.025
dyad38,elicit,baby,S13,6.246
dyad38,elicit,baby,S14,6.515
dyad38,elicit,baby,S15,3.347
dyad38,elicit,baby,S16,1.334
dyad38,elicit,baby,S17,5.583
dyad38,elicit,baby,S18,5.022
dyad38,elicit,perant,S1,1.825
dyad38,elicit,perant,S2,4.808
dyad38,elicit,perant,S3,7.529
dyad38,elicit,perant,S4,6.963
dyad38,elicit,perant,S5,5.712
dyad38,elicit,perant,S6,5.152
dyad38,elicit,perant,S7,7.352
dyad38,elicit,perant,S8,1.0
dyad38,elicit,perant,S9,1.353
dyad38,elicit,perant,S10,4.711
dyad38,elicit,perant,S11,5.623
dyad38,elicit,perant,S12,7.238
dyad38,elicit,perant,S13,6.537
dyad38,elicit,perant,S14,6.765
dyad38,elicit,perant,S15,5.945
dyad38,elicit,perant,S16,6.102
dyad38,elicit,perant,S17,5.731
dyad38,elicit,perant,S18,5.123
dyad38,free,baby,S1,4.379
dyad38,free,baby,S2,3.911
dyad38,free,baby,S3,3.649
dyad38,free,baby,S4,3.865
dyad38,free,baby,S5,6.011
dyad38,free,baby,S6,6.736
dyad38,free,baby,S7,3.674
dyad38,free,baby,S8,3.725
dyad38,free,baby,S9,4.545
dyad38,free,baby,S10,2.874
dyad38,free,baby,S11,5.297
dyad38,free,baby,S12,5.803
dyad38,free,baby,S13,6.281
dyad38,free,baby,S14,6.428
dyad38,free,baby,S15,4.889
dyad38,free,baby,S16,2.375
dyad38,free,baby,S17,5.743
dyad38,free,baby,S18,4.647
dyad38,free,perant,S1,4.026
dyad38,free,perant,S2,4.987
dyad38,free,perant,S3,4.475
dyad38,free,perant,S4,7.082
dyad38,free,perant,S5,3.656
dyad38,free,perant,S6,6.961
dyad38,free,perant,S7,8.0
dyad38,free,perant,S8,3.146
dyad38,free,perant,S9,2.08
dyad38,free,perant,S10,6.929
dyad38,free,perant,S11,5.679
dyad38,free,perant,S12,6.23
dyad38,free,perant,S13,7.853
dyad38,free,perant,S14,6.417
dyad38,free,perant,S15,8.289
dyad38,free,perant,S16,7.322
dyad38,free,perant,S17,7.614
dyad38,free,perant,S18,4.038
dyad38,instruct,baby,S1,1.635
dyad38,instruct,baby,S2,5.803
dyad38,instruct,baby,S3,3.663
dyad38,instruct,baby,S4,5.883
dyad38,instruct,baby,S5,6.098
dyad38,instruct,baby,S6,6.096
dyad38,instruct,baby,S7,3.878
dyad38,instruct,baby,S8,5.554
dyad38,instruct,baby,S9,7.069
dyad38,instruct,baby,S10,6.415
dyad38,instruct,baby,S11,4.141
dyad38,instruct,baby,S12,5.383
dyad38,instruct,baby,S13,3.484
dyad38,instruct,baby,S14,4.864
dyad38,instruct,baby,S15,5.741
dyad38,instruct,baby,S16,1.769
dyad38,instruct,baby,S17,3.549
dyad38,instruct,baby,S18,3.893
dyad38,instruct,perant,S1,5.766
dyad38,instruct,perant,S2,6.653
dyad38,instruct,perant,S3,6.747
dyad38,instruct,perant,S4,6.439
dyad38,instruct,perant,S5,4.926
dyad38,instruct,perant,S6,5.053
dyad38,instruct,perant,S7,4.406
dyad38,instruct,perant,S8,2.821
dyad38,instruct,perant,S9,1.316
dyad38,instruct,perant,S10,6.163
dyad38,instruct,perant,S11,7.152
dyad38,instruct,perant,S12,6.716
dyad38,instruct,perant,S13,6.667
dyad38,instruct,perant,S14,5.787
dyad38,instruct,perant,S15,6.003
dyad38,instruct,perant,S16,5.542
dyad38,instruct,perant,S17,5.81
dyad38,instruct,perant,S18,3.405
dyad39,elicit,baby,S1,4.868
dyad39,elicit,baby,S2,8.12
dyad39,elicit,baby,S3,7.415
dyad39,elicit,baby,S4,6.416
dyad39,elicit,baby,S5,4.863
dyad39,elicit,baby,S6,5.615
dyad39,elicit,baby,S7,8.287
dyad39,elicit,baby,S8,8.99
dyad39,elicit,baby,S9,7.864
dyad39,elicit,baby,S10,5.793
dyad39,elicit,baby,S11,5.69
dyad39,elicit,baby,S12,5.965
dyad39,elicit,baby,S13,5.207
dyad39,elicit,baby,S14,6.82
dyad39,elicit,baby,S15,5.439
dyad39,elicit,baby,S16,5.728
dyad39,elicit,baby,S17,5.177
dyad39,elicit,baby,S18,5.152
dyad39,elicit,perant,S1,5.58
dyad39,elicit,perant,S2,1.387
dyad39,elicit,perant,S3,6.05
dyad39,elicit,perant,S4,3.649
dyad39,elicit,perant,S5,2.776
dyad39,elicit,perant,S6,1.0
dyad39,elicit,perant,S7,1.0
dyad39,elicit,perant,S8,6.99
dyad39,elicit,perant,S9,4.184
dyad39,elicit,perant,S10,6.987
dyad39,elicit,perant,S11,4.409
dyad39,elicit,perant,S12,5.958
dyad39,elicit,perant,S13,3.752
dyad39,elicit,perant,S14,6.479
dyad39,elicit,perant,S15,6.509
dyad39,elicit,perant,S16,7.003
dyad39,elicit,perant,S17,7.446
dyad39,elicit,perant,S18,4.314
dyad39,free,baby,S1,3.083
dyad39,free,baby,S2,5.329
dyad39,free,baby,S3,7.196
dyad39,free,baby,S4,7.385
dyad39,free,baby,S5,4.941
dyad39,free,baby,S6,3.252
dyad39,free,baby,S7,5.765
dyad39,free,baby,S8,4.619
dyad39,free,baby,S9,6.183
dyad39,free,baby,S10,6.165
dyad39,free,baby,S11,3.482
dyad39,free,baby,S12,4.372
dyad39,free,baby,S13,5.02
dyad39,free,baby,S14,4.524
dyad39,free,baby,S15,4.766
dyad39,free,baby,S16,5.477
dyad39,free,baby,S17,5.732
dyad39,free,baby,S18,4.391
dyad39,free,perant,S1,3.885
dyad39,free,perant,S2,2.079
dyad39,free,perant,S3,4.859
dyad39,free,perant,S4,2.686
dyad39,free,perant,S5,3.383
dyad39,free,perant,S6,1.0
dyad39,free,perant,S7,1.0
dyad39,free,perant,S8,3.902
dyad39,free,perant,S9,3.16
dyad39,free,perant,S10,3.791
dyad39,free,perant,S11,4.297
dyad39,free,perant,S12,3.77
dyad39,free,perant,S13,3.215
dyad39,free,perant,S14,5.28
dyad39,free,perant,S15,5.644
dyad39,free,perant,S16,4.669
dyad39,free,perant,S17,5.251
dyad39,free,perant,S18,4.293
dyad39,instruct,baby,S1,5.2
dyad39,instruct,baby,S2,4.77
dyad39,instruct,baby,S3,9.248
dyad39,instruct,baby,S4,7.119
dyad39,instruct,baby,S5,8.455
dyad39,instruct,baby,S6,5.016
dyad39,instruct,baby,S7,8.677
dyad39,instruct,baby,S8,8.688
dyad39,instruct,baby,S9,9.386
dyad39,instruct,baby,S10,6.716
dyad39,instruct,baby,S11,3.3
dyad39,instruct,baby,S12,7.355
dyad39,instruct,baby,S13,6.472
dyad39,instruct,baby,S14,8.271
dyad39,instruct,baby,S15,5.031
dyad39,instruct,baby,S16,7.534
dyad39,instruct,baby,S17,6.724
dyad39,instruct,baby,S18,5.136
dyad39,instruct,perant,S1,4.584
dyad39,instruct,perant,S2,2.063
dyad39,instruct,perant,S3,4.738
dyad39,instruct,perant,S4,4.396
dyad39,instruct,perant,S5,2.424
dyad39,instruct,perant,S6,1.0
dyad39,instruct,perant,S7,1.0
dyad39,instruct,perant,S8,4.822
dyad39,instruct,perant,S9,4.37
dyad39,instruct,perant,S10,4.919
dyad39,instruct,perant,S11,3.846
dyad39,instruct,perant,S12,5.23
dyad39,instruct,perant,S13,3.211
dyad39,instruct,perant,S14,5.683
dyad39,instruct,perant,S15,5.067
dyad39,instruct,perant,S16,3.913
dyad39,instruct,perant,S17,5.655
dyad39,instruct,perant,S18,4.067
dyad3,elicit,baby,S1,2.005
dyad3,elicit,baby,S2,2.837
dyad3,elicit,baby,S3,2.887
dyad3,elicit,baby,S4,2.046
dyad3,elicit,baby,S5,2.156
dyad3,elicit,baby,S6,2.642
dyad3,elicit,baby,S7,4.219
dyad3,elicit,baby,S8,3.021
dyad3,elicit,baby,S9,3.709
dyad3,elicit,baby,S10,2.848
dyad3,elicit,baby,S11,4.137
dyad3,elicit,baby,S12,3.982
dyad3,elicit,baby,S13,4.004
dyad3,elicit,baby,S14,3.585
dyad3,elicit,baby,S15,5.408
dyad3,elicit,baby,S16,3.408
dyad3,elicit,baby,S17,4.127
dyad3,elicit,baby,S18,3.166
dyad3,elicit,perant,S1,7.744
dyad3,elicit,perant,S2,5.408
dyad3,elicit,perant,S3,6.604
dyad3,elicit,perant,S4,3.994
dyad3,elicit,perant,S5,6.78
dyad3,elicit,perant,S6,3.352
dyad3,elicit,perant,S7,2.996
dyad3,elicit,perant,S8,7.722
dyad3,elicit,perant,S9,2.122
dyad3,elicit,perant,S10,6.803
dyad3,elicit,perant,S11,7.612
dyad3,elicit,perant,S12,6.995
dyad3,elicit,perant,S13,7.888
dyad3,elicit,perant,S14,5.262
dyad3,elicit,perant,S15,7.391
dyad3,elicit,perant,S16,6.815
dyad3,elicit,perant,S17,7.719
dyad3,elicit,perant,S18,3.98
dyad3,free,baby,S1,2.873
dyad3,free,baby,S2,4.46
dyad3,free,baby,S3,4.209
dyad3,free,baby,S4,3.056
dyad3,free,baby,S5,6.159
dyad3,free,baby,S6,2.578
dyad3,free,baby,S7,2.395
dyad3,free,baby,S8,2.559
dyad3,free,baby,S9,4.578
dyad3,free,baby,S10,4.164
dyad3,free,baby,S11,4.19
dyad3,free,baby,S12,4.589
dyad3,free,baby,S13,3.832
dyad3,free,baby,S14,3.257
dyad3,free,baby,S15,3.158
dyad3,free,baby,S16,2.175
dyad3,free,baby,S17,4.715
dyad3,free,baby,S18,3.489
dyad3,free,perant,S1,4.578
dyad3,free,perant,S2,7.69
dyad3,free,perant,S3,5.652
dyad3,free,perant,S4,6.582
dyad3,free,perant,S5,6.369
dyad3,free,perant,S6,6.243
dyad3,free,perant,S7,6.933
dyad3,free,perant,S8,4.764
dyad3,free,perant,S9,2.84
dyad3,free,perant,S10,8.419
dyad3,free,perant,S11,5.226
dyad3,free,perant,S12,6.227
dyad3,free,perant,S13,8.614
dyad3,free,perant,S14,5.918
dyad3,free,perant,S15,6.967
dyad3,free,perant,S16,7.741
dyad3,free,perant,S17,7.639
dyad3,free,perant,S18,7.512
dyad3,instruct,baby,S1,5.808
dyad3,instruct,baby,S2,7.202
dyad3,instruct,baby,S3,4.266
dyad3,instruct,baby,S4,6.108
dyad3,instruct,baby,S5,7.45
dyad3,instruct,baby,S6,2.671
dyad3,instruct,baby,S7,2.585
dyad3,instruct,baby,S8,6.181
dyad3,instruct,baby,S9,7.202
dyad3,instruct,baby,S10,3.826
dyad3,instruct,baby,S11,3.866
dyad3,instruct,baby,S12,7.337
dyad3,instruct,baby,S13,5.072
dyad3,instruct,baby,S14,7.19
dyad3,instruct,baby,S15,7.194
dyad3,instruct,baby,S16,6.609
dyad3,instruct,baby,S17,8.157
dyad3,instruct,baby,S18,6.787
dyad3,instruct,perant,S1,3.059
dyad3,instruct,perant,S2,8.326
dyad3,instruct,perant,S3,4.369
dyad3,instruct,perant,S4,6.118
dyad3,instruct,perant,S5,5.22
dyad3,instruct,perant,S6,6.996
dyad3,instruct,perant,S7,5.456
dyad3,instruct,perant,S8,3.037
dyad3,instruct,perant,S9,1.777
dyad3,instruct,perant,S10,5.952
dyad3,instruct,perant,S11,5.923
dyad3,instruct,perant,S12,6.958
dyad3,instruct,perant,S13,7.856
dyad3,instruct,perant,S14,6.815
dyad3,instruct,perant,S15,8.003
dyad3,instruct,perant,S16,8.372
dyad3,instruct,perant,S17,4.254
dyad3,instruct,perant,S18,8.13
dyad48,elicit,baby,S1,4.148
dyad48,elicit,baby,S2,6.315
dyad48,elicit,baby,S3,6.942
dyad48,elicit,baby,S4,6.911
dyad48,elicit,baby,S5,6.88
dyad48,elicit,baby,S6,7.019
dyad48,elicit,baby,S7,2.213
dyad48,elicit,baby,S8,6.208
dyad48,elicit,baby,S9,4.459
dyad48,elicit,baby,S10,8.988
dyad48,elicit,baby,S11,9.339
dyad48,elicit,baby,S12,8.068
dyad48,elicit,baby,S13,8.659
dyad48,elicit,baby,S14,10.005
dyad48,elicit,baby,S15,7.625
dyad48,elicit,baby,S16,8.011
dyad48,elicit,baby,S17,4.704
dyad48,elicit,baby,S18,8.606
dyad48,elicit,perant,S1,3.982
dyad48,elicit,perant,S2,4.223
dyad48,elicit,perant,S3,4.465
dyad48,elicit,perant,S4,3.558
dyad48,elicit,perant,S5,4.107
dyad48,elicit,perant,S6,4.805
dyad48,elicit,perant,S7,5.02
dyad48,elicit,perant,S8,3.798
dyad48,elicit,perant,S9,5.575
dyad48,elicit,perant,S10,3.245
dyad48,elicit,perant,S11,3.719
dyad48,elicit,perant,S12,2.746
dyad48,elicit,perant,S13,3.563
dyad48,elicit,perant,S14,4.205
dyad48,elicit,perant,S15,4.32
dyad48,elicit,perant,S16,4.41
dyad48,elicit,perant,S17,4.446
dyad48,elicit,perant,S18,4.142
dyad48,free,baby,S1,7.59
dyad48,free,baby,S2,8.534
dyad48,free,baby,S3,6.974
dyad48,free,baby,S4,7.275
dyad48,free,baby,S5,7.428
dyad48,free,baby,S6,7.245
dyad48,free,baby,S7,6.334
dyad48,free,baby,S8,5.188
dyad48,free,baby,S9,8.614
dyad48,free,baby,S10,10.219
dyad48,free,baby,S11,10.75
dyad48,free,baby,S12,8.586
dyad48,free,baby,S13,8.63
dyad48,free,baby,S14,9.197
dyad48,free,baby,S15,9.001
dyad48,free,baby,S16,6.701
dyad48,free,baby,S17,6.087
dyad48,free,baby,S18,8.119
dyad48,free,perant,S1,5.251
dyad48,free,perant,S2,5.14
dyad48,free,perant,S3,4.798
dyad48,free,perant,S4,5.032
dyad48,free,perant,S5,3.653
dyad48,free,perant,S6,3.983
dyad48,free,perant,S7,3.901
dyad48,free,perant,S8,4.024
dyad48,free,perant,S9,5.176
dyad48,free,perant,S10,4.55
dyad48,free,perant,S11,4.429
dyad48,free,perant,S12,4.774
dyad48,free,perant,S13,5.467
dyad48,free,perant,S14,3.83
dyad48,free,perant,S15,5.751
dyad48,free,perant,S16,4.874
dyad48,free,perant,S17,5.14
dyad48,free,perant,S18,4.905
