Dyad,Condition,Role,Node,Strength
dyad48,instruct,baby,S1,2.033
dyad48,instruct,baby,S2,4.212
dyad48,instruct,baby,S3,8.31
dyad48,instruct,baby,S4,8.257
dyad48,instruct,baby,S5,8.547
dyad48,instruct,baby,S6,4.696
dyad48,instruct,baby,S7,3.846
dyad48,instruct,baby,S8,5.266
dyad48,instruct,baby,S9,7.27
dyad48,instruct,baby,S10,9.513
dyad48,instruct,baby,S11,9.332
dyad48,instruct,baby,S12,4.838
dyad48,instruct,baby,S13,8.029
dyad48,instruct,baby,S14,9.112
dyad48,instruct,baby,S15,6.764
dyad48,instruct,baby,S16,8.06
dyad48,instruct,baby,S17,8.602
dyad48,instruct,baby,S18,7.659
dyad48,instruct,perant,S1,4.352
dyad48,instruct,perant,S2,4.666
dyad48,instruct,perant,S3,3.542
dyad48,instruct,perant,S4,4.331
dyad48,instruct,perant,S5,3.745
dyad48,instruct,perant,S6,4.638
dyad48,instruct,perant,S7,3.511
dyad48,instruct,perant,S8,4.443
dyad48,instruct,perant,S9,4.105
dyad48,instruct,perant,S10,2.584
dyad48,instruct,perant,S11,3.874
dyad48,instruct,perant,S12,3.799
dyad48,instruct,perant,S13,4.582
dyad48,instruct,perant,S14,3.211
dyad48,instruct,perant,S15,4.174
dyad48,instruct,perant,S16,4.243
dyad48,instruct,perant,S17,4.167
dyad48,instruct,perant,S18,3.872
dyad4,elicit,baby,S1,1.0
dyad4,elicit,baby,S2,1.0
dyad4,elicit,baby,S3,6.789
dyad4,elicit,baby,S4,6.215
dyad4,elicit,baby,S5,8.74
dyad4,elicit,baby,S6,4.942
dyad4,elicit,baby,S7,6.223
dyad4,elicit,baby,S8,6.125
dyad4,elicit,baby,S9,7.223
dyad4,elicit,baby,S10,7.558
dyad4,elicit,baby,S11,6.048
dyad4,elicit,baby,S12,6.465
dyad4,elicit,baby,S13,4.754
dyad4,elicit,baby,S14,6.477
dyad4,elicit,baby,S15,7.235
dyad4,elicit,baby,S16,6.991
dyad4,elicit,baby,S17,8.538
dyad4,elicit,baby,S18,6.705
dyad4,elicit,perant,S1,6.226
dyad4,elicit,perant,S2,4.448
dyad4,elicit,perant,S3,3.557
dyad4,elicit,perant,S4,6.728
dyad4,elicit,perant,S5,3.225
dyad4,elicit,perant,S6,4.955
dyad4,elicit,perant,S7,5.768
dyad4,elicit,perant,S8,5.017
dyad4,elicit,perant,S9,7.635
dyad4,elicit,perant,S10,5.848
dyad4,elicit,perant,S11,2.747
dyad4,elicit,perant,S12,7.416
dyad4,elicit,perant,S13,4.755
dyad4,elicit,perant,S14,4.518
dyad4,elicit,perant,S15,6.025
dyad4,elicit,perant,S16,4.069
dyad4,elicit,perant,S17,6.683
dyad4,elicit,perant,S18,6.274
dyad4,free,baby,S1,1.429
dyad4,free,baby,S2,1.429
dyad4,free,baby,S3,6.62
dyad4,free,baby,S4,6.635
dyad4,free,baby,S5,7.478
dyad4,free,baby,S6,6.805
dyad4,free,baby,S7,6.51
dyad4,free,baby,S8,6.948
dyad4,free,baby,S9,7.63
dyad4,free,baby,S10,6.566
dyad4,free,baby,S11,4.024
dyad4,free,baby,S12,6.445
dyad4,free,baby,S13,5.352
dyad4,free,baby,S14,5.711
dyad4,free,baby,S15,5.538
dyad4,free,baby,S16,5.024
dyad4,free,baby,S17,3.73
dyad4,free,baby,S18,5.349
dyad4,free,perant,S1,6.668
dyad4,free,perant,S2,5.292
dyad4,free,perant,S3,5.417
dyad4,free,perant,S4,6.666
dyad4,free,perant,S5,4.709
dyad4,free,perant,S6,3.141
dyad4,free,perant,S7,5.534
dyad4,free,perant,S8,4.314
dyad4,free,perant,S9,4.89
dyad4,free,perant,S10,5.799
dyad4,free,perant,S11,3.504
dyad4,free,perant,S12,5.952
dyad4,free,perant,S13,5.901
dyad4,free,perant,S14,5.798
dyad4,free,perant,S15,3.846
dyad4,free,perant,S16,2.752
dyad4,free,perant,S17,6.95
dyad4,free,perant,S18,6.105
dyad4,instruct,baby,S1,1.303
dyad4,instruct,baby,S2,1.303
dyad4,instruct,baby,S3,7.696
dyad4,instruct,baby,S4,5.237
dyad4,instruct,baby,S5,8.853
dyad4,instruct,baby,S6,7.309
dyad4,instruct,baby,S7,5.254
dyad4,instruct,baby,S8,6.106
dyad4,instruct,baby,S9,8.368
dyad4,instruct,baby,S10,5.098
dyad4,instruct,baby,S11,6.304
dyad4,instruct,baby,S12,8.334
dyad4,instruct,baby,S13,7.934
dyad4,instruct,baby,S14,8.041
dyad4,instruct,baby,S15,7.725
dyad4,instruct,baby,S16,7.871
dyad4,instruct,baby,S17,6.778
dyad4,instruct,baby,S18,8.488
dyad4,instruct,perant,S1,6.363
dyad4,instruct,perant,S2,4.929
dyad4,instruct,perant,S3,3.628
dyad4,instruct,perant,S4,7.136
dyad4,instruct,perant,S5,4.772
dyad4,instruct,perant,S6,3.948
dyad4,instruct,perant,S7,6.75
dyad4,instruct,perant,S8,5.316
dyad4,instruct,perant,S9,6.147
dyad4,instruct,perant,S10,5.902
dyad4,instruct,perant,S11,3.348
dyad4,instruct,perant,S12,7.202
dyad4,instruct,perant,S13,7.269
dyad4,instruct,perant,S14,7.04
dyad4,instruct,perant,S15,6.105
dyad4,instruct,perant,S16,4.455
dyad4,instruct,perant,S17,5.94
dyad4,instruct,perant,S18,5.743
dyad51,elicit,baby,S1,8.711
dyad51,elicit,baby,S2,10.468
dyad51,elicit,baby,S3,10.589
dyad51,elicit,baby,S4,8.238
dyad51,elicit,baby,S5,9.442
dyad51,elicit,baby,S6,9.986
dyad51,elicit,baby,S7,7.0
dyad51,elicit,baby,S8,9.742
dyad51,elicit,baby,S9,11.339
dyad51,elicit,baby,S10,8.628
dyad51,elicit,baby,S11,10.654
dyad51,elicit,baby,S12,7.971
dyad51,elicit,baby,S13,9.923
dyad51,elicit,baby,S14,9.816
dyad51,elicit,baby,S15,9.759
dyad51,elicit,baby,S16,9.708
dyad51,elicit,baby,S17,10.974
dyad51,elicit,baby,S18,9.948
dyad51,elicit,perant,S1,3.246
dyad51,elicit,perant,S2,4.342
dyad51,elicit,perant,S3,4.031
dyad51,elicit,perant,S4,4.645
dyad51,elicit,perant,S5,4.742
dyad51,elicit,perant,S6,4.897
dyad51,elicit,perant,S7,4.843
dyad51,elicit,perant,S8,4.595
dyad51,elicit,perant,S9,5.596
dyad51,elicit,perant,S10,3.599
dyad51,elicit,perant,S11,5.742
dyad51,elicit,perant,S12,5.717
dyad51,elicit,perant,S13,4.833
dyad51,elicit,perant,S14,5.771
dyad51,elicit,perant,S15,5.124
dyad51,elicit,perant,S16,3.928
dyad51,elicit,perant,S17,5.494
dyad51,elicit,perant,S18,5.083
dyad51,free,baby,S1,6.846
dyad51,free,baby,S2,9.483
dyad51,free,baby,S3,7.629
dyad51,free,baby,S4,10.221
dyad51,free,baby,S5,8.643
dyad51,free,baby,S6,4.881
dyad51,free,baby,S7,5.998
dyad51,free,baby,S8,9.0
dyad51,free,baby,S9,10.587
dyad51,free,baby,S10,8.683
dyad51,free,baby,S11,8.379
dyad51,free,baby,S12,6.072
dyad51,free,baby,S13,8.444
dyad51,free,baby,S14,7.799
dyad51,free,baby,S15,8.368
dyad51,free,baby,S16,6.858
dyad51,free,baby,S17,10.227
dyad51,free,baby,S18,6.052
dyad51,free,perant,S1,3.186
dyad51,free,perant,S2,3.764
dyad51,free,perant,S3,2.528
dyad51,free,perant,S4,5.904
dyad51,free,perant,S5,7.06
dyad51,free,perant,S6,3.935
dyad51,free,perant,S7,3.781
dyad51,free,perant,S8,4.558
dyad51,free,perant,S9,4.103
dyad51,free,perant,S10,4.814
dyad51,free,perant,S11,4.194
dyad51,free,perant,S12,6.761
dyad51,free,perant,S13,3.593
dyad51,free,perant,S14,6.754
dyad51,free,perant,S15,5.393
dyad51,free,perant,S16,5.012
dyad51,free,perant,S17,6.874
dyad51,free,perant,S18,4.819
dyad51,instruct,baby,S1,12.474
dyad51,instruct,baby,S2,12.06
dyad51,instruct,baby,S3,10.776
dyad51,instruct,baby,S4,11.725
dyad51,instruct,baby,S5,10.393
dyad51,instruct,baby,S6,7.976
dyad51,instruct,baby,S7,8.251
dyad51,instruct,baby,S8,9.614
dyad51,instruct,baby,S9,10.376
dyad51,instruct,baby,S10,10.653
dyad51,instruct,baby,S11,11.416
dyad51,instruct,baby,S12,9.024
dyad51,instruct,baby,S13,11.016
dyad51,instruct,baby,S14,10.168
dyad51,instruct,baby,S15,11.448
dyad51,instruct,baby,S16,9.223
dyad51,instruct,baby,S17,12.424
dyad51,instruct,baby,S18,9.231
dyad51,instruct,perant,S1,2.752
dyad51,instruct,perant,S2,3.781
dyad51,instruct,perant,S3,4.938
dyad51,instruct,perant,S4,4.61
dyad51,instruct,perant,S5,4.648
dyad51,instruct,perant,S6,4.555
dyad51,instruct,perant,S7,4.572
dyad51,instruct,perant,S8,3.582
dyad51,instruct,perant,S9,3.948
dyad51,instruct,perant,S10,5.095
dyad51,instruct,perant,S11,3.74
dyad51,instruct,perant,S12,5.704
dyad51,instruct,perant,S13,4.403
dyad51,instruct,perant,S14,5.689
dyad51,instruct,perant,S15,5.857
dyad51,instruct,perant,S16,3.121
dyad51,instruct,perant,S17,5.311
dyad51,instruct,perant,S18,2.947
dyad57,elicit,baby,S1,3.334
dyad57,elicit,baby,S2,1.0
dyad57,elicit,baby,S3,4.738
dyad57,elicit,baby,S4,3.064
dyad57,elicit,baby,S5,5.15
dyad57,elicit,baby,S6,5.315
dyad57,elicit,baby,S7,5.467
dyad57,elicit,baby,S8,5.718
dyad57,elicit,baby,S9,6.301
dyad57,elicit,baby,S10,4.085
dyad57,elicit,baby,S11,2.464
dyad57,elicit,baby,S12,3.457
dyad57,elicit,baby,S13,1.319
dyad57,elicit,baby,S14,2.94
dyad57,elicit,baby,S15,2.963
dyad57,elicit,baby,S16,5.042
dyad57,elicit,baby,S17,5.306
dyad57,elicit,baby,S18,4.435
dyad57,elicit,perant,S1,5.951
dyad57,elicit,perant,S2,3.408
dyad57,elicit,perant,S3,5.186
dyad57,elicit,perant,S4,2.463
dyad57,elicit,perant,S5,5.809
dyad57,elicit,perant,S6,4.816
dyad57,elicit,perant,S7,3.704
dyad57,elicit,perant,S8,4.64
dyad57,elicit,perant,S9,4.143
dyad57,elicit,perant,S10,6.218
dyad57,elicit,perant,S11,4.506
dyad57,elicit,perant,S12,5.506
dyad57,elicit,perant,S13,4.141
dyad57,elicit,perant,S14,5.687
dyad57,elicit,perant,S15,4.752
dyad57,elicit,perant,S16,5.907
dyad57,elicit,perant,S17,5.911
dyad57,elicit,perant,S18,5.228
dyad57,free,baby,S1,5.027
dyad57,free,baby,S2,2.274
dyad57,free,baby,S3,5.591
dyad57,free,baby,S4,5.914
dyad57,free,baby,S5,4.199
dyad57,free,baby,S6,6.554
dyad57,free,baby,S7,6.918
dyad57,free,baby,S8,5.344
dyad57,free,baby,S9,4.671
dyad57,free,baby,S10,3.38
dyad57,free,baby,S11,2.667
dyad57,free,baby,S12,2.658
dyad57,free,baby,S13,2.536
dyad57,free,baby,S14,2.953
dyad57,free,baby,S15,4.813
dyad57,free,baby,S16,4.985
dyad57,free,baby,S17,4.52
dyad57,free,baby,S18,3.753
dyad57,free,perant,S1,3.775
dyad57,free,perant,S2,4.061
dyad57,free,perant,S3,2.995
dyad57,free,perant,S4,3.634
dyad57,free,perant,S5,4.203
dyad57,free,perant,S6,3.613
dyad57,free,perant,S7,3.86
dyad57,free,perant,S8,3.098
dyad57,free,perant,S9,4.191
dyad57,free,perant,S10,3.869
dyad57,free,perant,S11,4.19
dyad57,free,perant,S12,4.73
dyad57,free,perant,S13,3.474
dyad57,free,perant,S14,3.017
dyad57,free,perant,S15,2.787
dyad57,free,perant,S16,4.548
dyad57,free,perant,S17,2.859
dyad57,free,perant,S18,3.273
dyad57,instruct,baby,S1,2.453
dyad57,instruct,baby,S2,3.166
dyad57,instruct,baby,S3,3.239
dyad57,instruct,baby,S4,3.235
dyad57,instruct,baby,S5,6.184
dyad57,instruct,baby,S6,5.002
dyad57,instruct,baby,S7,6.918
dyad57,instruct,baby,S8,4.899
dyad57,instruct,baby,S9,2.574
dyad57,instruct,baby,S10,3.343
dyad57,instruct,baby,S11,4.597
dyad57,instruct,baby,S12,6.369
dyad57,instruct,baby,S13,2.302
dyad57,instruct,baby,S14,6.185
dyad57,instruct,baby,S15,6.745
dyad57,instruct,baby,S16,6.104
dyad57,instruct,baby,S17,6.023
dyad57,instruct,baby,S18,6.978
dyad57,instruct,perant,S1,3.884
dyad57,instruct,perant,S2,5.368
dyad57,instruct,perant,S3,4.25
dyad57,instruct,perant,S4,4.514
dyad57,instruct,perant,S5,4.736
dyad57,instruct,perant,S6,2.293
dyad57,instruct,perant,S7,2.943
dyad57,instruct,perant,S8,6.664
dyad57,instruct,perant,S9,3.801
dyad57,instruct,perant,S10,7.323
dyad57,instruct,perant,S11,2.748
dyad57,instruct,perant,S12,5.215
dyad57,instruct,perant,S13,5.494
dyad57,instruct,perant,S14,3.006
dyad57,instruct,perant,S15,5.28
dyad57,instruct,perant,S16,7.97
dyad57,instruct,perant,S17,5.549
dyad57,instruct,perant,S18,5.221
dyad58,elicit,baby,S1,3.451
dyad58,elicit,baby,S2,1.94
dyad58,elicit,baby,S3,12.575
dyad58,elicit,baby,S4,10.172
dyad58,elicit,baby,S5,11.538
dyad58,elicit,baby,S6,12.087
dyad58,elicit,baby,S7,12.384
dyad58,elicit,baby,S8,11.704
dyad58,elicit,baby,S9,10.665
dyad58,elicit,baby,S10,11.212
dyad58,elicit,baby,S11,11.992
dyad58,elicit,baby,S12,11.666
dyad58,elicit,baby,S13,10.692
dyad58,elicit,baby,S14,8.851
dyad58,elicit,baby,S15,12.566
dyad58,elicit,baby,S16,12.09
dyad58,elicit,baby,S17,12.339
dyad58,elicit,baby,S18,12.236
dyad58,elicit,perant,S1,8.643
dyad58,elicit,perant,S2,6.448
dyad58,elicit,perant,S3,6.512
dyad58,elicit,perant,S4,6.03
dyad58,elicit,perant,S5,8.25
dyad58,elicit,perant,S6,1.667
dyad58,elicit,perant,S7,2.591
dyad58,elicit,perant,S8,8.719
dyad58,elicit,perant,S9,5.649
dyad58,elicit,perant,S10,8.487
dyad58,elicit,perant,S11,9.166
dyad58,elicit,perant,S12,8.41
dyad58,elicit,perant,S13,8.863
dyad58,elicit,perant,S14,8.176
dyad58,elicit,perant,S15,8.265
dyad58,elicit,perant,S16,2.185
dyad58,elicit,perant,S17,8.702
dyad58,elicit,perant,S18,2.498
dyad58,free,baby,S1,8.916
dyad58,free,baby,S2,1.0
dyad58,free,baby,S3,13.128
dyad58,free,baby,S4,12.225
dyad58,free,baby,S5,11.514
dyad58,free,baby,S6,12.461
dyad58,free,baby,S7,11.797
dyad58,free,baby,S8,12.386
dyad58,free,baby,S9,12.16
dyad58,free,baby,S10,10.456
dyad58,free,baby,S11,12.959
dyad58,free,baby,S12,11.536
dyad58,free,baby,S13,12.012
dyad58,free,baby,S14,11.329
dyad58,free,baby,S15,12.655
dyad58,free,baby,S16,11.692
dyad58,free,baby,S17,12.063
dyad58,free,baby,S18,10.322
dyad58,free,perant,S1,2.981
dyad58,free,perant,S2,5.382
dyad58,free,perant,S3,4.744
dyad58,free,perant,S4,3.807
dyad58,free,perant,S5,4.985
dyad58,free,perant,S6,3.28
dyad58,free,perant,S7,3.635
dyad58,free,perant,S8,3.885
dyad58,free,perant,S9,2.416
dyad58,free,perant,S10,5.162
dyad58,free,perant,S11,5.638
dyad58,free,perant,S12,4.691
dyad58,free,perant,S13,4.527
dyad58,free,perant,S14,5.56
dyad58,free,perant,S15,6.981
dyad58,free,perant,S16,3.053
dyad58,free,perant,S17,5.484
dyad58,free,perant,S18,4.102
dyad58,instruct,baby,S1,3.413
dyad58,instruct,baby,S2,2.413
dyad58,instruct,baby,S3,7.015
dyad58,instruct,baby,S4,6.426
dyad58,instruct,baby,S5,6.964
dyad58,instruct,baby,S6,6.53
dyad58,instruct,baby,S7,5.107
dyad58,instruct,baby,S8,6.974
dyad58,instruct,baby,S9,7.483
dyad58,instruct,baby,S10,2.372
dyad58,instruct,baby,S11,6.099
dyad58,instruct,baby,S12,7.143
dyad58,instruct,baby,S13,3.986
dyad58,instruct,baby,S14,4.284
dyad58,instruct,baby,S15,6.467
dyad58,instruct,baby,S16,7.339
dyad58,instruct,baby,S17,5.714
dyad58,instruct,baby,S18,4.918
dyad58,instruct,perant,S1,4.512
dyad58,instruct,perant,S2,3.187
dyad58,instruct,perant,S3,6.171
dyad58,instruct,perant,S4,5.065
dyad58,instruct,perant,S5,6.851
dyad58,instruct,perant,S6,6.994
dyad58,instruct,perant,S7,2.846
dyad58,instruct,perant,S8,8.147
dyad58,instruct,perant,S9,5.215
dyad58,instruct,perant,S10,8.156
dyad58,instruct,perant,S11,7.113
dyad58,instruct,perant,S12,7.208
dyad58,instruct,perant,S13,6.279
dyad58,instruct,perant,S14,8.761
dyad58,instruct,perant,S15,7.937
dyad58,instruct,perant,S16,2.726
dyad58,instruct,perant,S17,7.183
dyad58,instruct,perant,S18,2.421
dyad59,elicit,baby,S1,1.0
dyad59,elicit,baby,S2,1.0
dyad59,elicit,baby,S3,4.718
dyad59,elicit,baby,S4,6.103
dyad59,elicit,baby,S5,6.64
dyad59,elicit,baby,S6,7.418
dyad59,elicit,baby,S7,8.538
dyad59,elicit,baby,S8,7.836
dyad59,elicit,baby,S9,4.795
dyad59,elicit,baby,S10,5.326
dyad59,elicit,baby,S11,6.645
dyad59,elicit,baby,S12,8.047
dyad59,elicit,baby,S13,7.181
dyad59,elicit,baby,S14,7.216
dyad59,elicit,baby,S15,6.323
dyad59,elicit,baby,S16,6.137
dyad59,elicit,baby,S17,4.94
dyad59,elicit,baby,S18,4.856
dyad59,elicit,perant,S1,6.681
dyad59,elicit,perant,S2,2.124
dyad59,elicit,perant,S3,1.0
dyad59,elicit,perant,S4,1.0
dyad59,elicit,perant,S5,4.649
dyad59,elicit,perant,S6,7.12
dyad59,elicit,perant,S7,4.922
dyad59,elicit,perant,S8,4.667
dyad59,elicit,perant,S9,1.0
dyad59,elicit,perant,S10,5.358
dyad59,elicit,perant,S11,4.567
dyad59,elicit,perant,S12,5.313
dyad59,elicit,perant,S13,5.629
dyad59,elicit,perant,S14,5.89
dyad59,elicit,perant,S15,4.356
dyad59,elicit,perant,S16,7.6
dyad59,elicit,perant,S17,6.254
dyad59,elicit,perant,S18,8.036
dyad59,free,baby,S1,1.0
dyad59,free,baby,S2,1.0
dyad59,free,baby,S3,7.117
dyad59,free,baby,S4,5.287
dyad59,free,baby,S5,7.269
dyad59,free,baby,S6,9.097
dyad59,free,baby,S7,8.765
dyad59,free,baby,S8,8.629
dyad59,free,baby,S9,7.622
dyad59,free,baby,S10,8.5
dyad59,free,baby,S11,3.959
dyad59,free,baby,S12,8.634
dyad59,free,baby,S13,6.762
dyad59,free,baby,S14,7.695
dyad59,free,baby,S15,4.925
dyad59,free,baby,S16,8.141
dyad59,free,baby,S17,3.971
dyad59,free,baby,S18,7.396
dyad59,free,perant,S1,8.058
dyad59,free,perant,S2,2.72
dyad59,free,perant,S3,1.0
dyad59,free,perant,S4,1.0
dyad59,free,perant,S5,2.867
dyad59,free,perant,S6,8.238
dyad59,free,perant,S7,7.066
dyad59,free,perant,S8,4.197
dyad59,free,perant,S9,1.0
dyad59,free,perant,S10,6.935
dyad59,free,perant,S11,5.872
dyad59,free,perant,S12,8.3
dyad59,free,perant,S13,5.587
dyad59,free,perant,S14,6.748
dyad59,free,perant,S15,5.947
dyad59,free,perant,S16,7.586
dyad59,free,perant,S17,6.818
dyad59,free,perant,S18,7.839
dyad59,instruct,baby,S1,1.0
dyad59,instruct,baby,S2,1.312
dyad59,instruct,baby,S3,5.106
dyad59,instruct,baby,S4,4.071
dyad59,instruct,baby,S5,5.9
dyad59,instruct,baby,S6,4.916
dyad59,instruct,baby,S7,5.145
dyad59,instruct,baby,S8,5.983
dyad59,instruct,baby,S9,4.944
dyad59,instruct,baby,S10,4.224
dyad59,instruct,baby,S11,5.153
dyad59,instruct,baby,S12,5.812
dyad59,instruct,baby,S13,3.879
dyad59,instruct,baby,S14,5.962
dyad59,instruct,baby,S15,4.337
dyad59,instruct,baby,S16,3.588
dyad59,instruct,baby,S17,4.667
dyad59,instruct,baby,S18,3.454
dyad59,instruct,perant,S1,5.741
dyad59,instruct,perant,S2,4.787
dyad59,instruct,perant,S3,1.0
dyad59,instruct,perant,S4,1.0
dyad59,instruct,perant,S5,4.737
dyad59,instruct,perant,S6,5.266
dyad59,instruct,perant,S7,4.141
dyad59,instruct,perant,S8,4.733
dyad59,instruct,perant,S9,1.0
dyad59,instruct,perant,S10,5.853
dyad59,instruct,perant,S11,6.027
dyad59,instruct,perant,S12,5.444
dyad59,instruct,perant,S13,4.792
dyad59,instruct,perant,S14,3.812
dyad59,instruct,perant,S15,3.462
dyad59,instruct,perant,S16,3.343
dyad59,instruct,perant,S17,1.717
dyad59,instruct,perant,S18,3.921
dyad5,elicit,baby,S1,4.973
dyad5,elicit,baby,S2,2.837
dyad5,elicit,baby,S3,6.883
dyad5,elicit,baby,S4,6.009
dyad5,elicit,baby,S5,6.38
dyad5,elicit,baby,S6,5.708
dyad5,elicit,baby,S7,4.187
dyad5,elicit,baby,S8,6.257
dyad5,elicit,baby,S9,5.237
dyad5,elicit,baby,S10,2.275
dyad5,elicit,baby,S11,1.837
dyad5,elicit,baby,S12,3.78
dyad5,elicit,baby,S13,1.32
dyad5,elicit,baby,S14,5.432
dyad5,elicit,baby,S15,2.885
dyad5,elicit,baby,S16,6.219
dyad5,elicit,baby,S17,4.138
dyad5,elicit,baby,S18,1.495
dyad5,elicit,perant,S1,1.0
dyad5,elicit,perant,S2,1.0
dyad5,elicit,perant,S3,2.219
dyad5,elicit,perant,S4,4.322
dyad5,elicit,perant,S5,3.714
dyad5,elicit,perant,S6,5.2
dyad5,elicit,perant,S7,1.788
dyad5,elicit,perant,S8,4.604
dyad5,elicit,perant,S9,3.389
dyad5,elicit,perant,S10,3.29
dyad5,elicit,perant,S11,3.115
dyad5,elicit,perant,S12,4.424
dyad5,elicit,perant,S13,3.732
dyad5,elicit,perant,S14,4.288
dyad5,elicit,perant,S15,5.201
dyad5,elicit,perant,S16,2.778
dyad5,elicit,perant,S17,4.721
dyad5,elicit,perant,S18,5.691
dyad5,free,baby,S1,3.123
dyad5,free,baby,S2,5.702
dyad5,free,baby,S3,4.326
dyad5,free,baby,S4,2.666
dyad5,free,baby,S5,3.817
dyad5,free,baby,S6,5.111
dyad5,free,baby,S7,3.547
dyad5,free,baby,S8,5.238
dyad5,free,baby,S9,3.762
dyad5,free,baby,S10,2.281
dyad5,free,baby,S11,4.792
dyad5,free,baby,S12,2.957
dyad5,free,baby,S13,4.168
dyad5,free,baby,S14,4.707
dyad5,free,baby,S15,4.184
dyad5,free,baby,S16,2.996
dyad5,free,baby,S17,4.728
dyad5,free,baby,S18,1.0
dyad5,free,perant,S1,1.0
dyad5,free,perant,S2,1.0
dyad5,free,perant,S3,1.944
dyad5,free,perant,S4,2.645
dyad5,free,perant,S5,2.139
dyad5,free,perant,S6,4.47
dyad5,free,perant,S7,2.618
dyad5,free,perant,S8,4.893
dyad5,free,perant,S9,4.494
dyad5,free,perant,S10,4.7
dyad5,free,perant,S11,2.871
dyad5,free,perant,S12,6.432
dyad5,free,perant,S13,2.429
dyad5,free,perant,S14,5.879
dyad5,free,perant,S15,6.367
dyad5,free,perant,S16,6.093
dyad5,free,perant,S17,5.823
dyad5,free,perant,S18,1.734
dyad5,instruct,baby,S1,5.038
dyad5,instruct,baby,S2,4.263
dyad5,instruct,baby,S3,5.719
dyad5,instruct,baby,S4,6.531
dyad5,instruct,baby,S5,5.267
dyad5,instruct,baby,S6,5.688
dyad5,instruct,baby,S7,3.895
dyad5,instruct,baby,S8,3.062
dyad5,instruct,baby,S9,2.981
dyad5,instruct,baby,S10,4.896
dyad5,instruct,baby,S11,5.416
dyad5,instruct,baby,S12,6.446
dyad5,instruct,baby,S13,3.412
dyad5,instruct,baby,S14,3.859
dyad5,instruct,baby,S15,2.778
dyad5,instruct,baby,S16,5.03
dyad5,instruct,baby,S17,4.361
dyad5,instruct,baby,S18,1.414
dyad5,instruct,perant,S1,1.0
dyad5,instruct,perant,S2,1.395
dyad5,instruct,perant,S3,3.816
dyad5,instruct,perant,S4,5.253
dyad5,instruct,perant,S5,5.477
dyad5,instruct,perant,S6,5.063
dyad5,instruct,perant,S7,4.711
dyad5,instruct,perant,S8,2.157
dyad5,instruct,perant,S9,3.535
dyad5,instruct,perant,S10,4.58
dyad5,instruct,perant,S11,3.962
dyad5,instruct,perant,S12,6.439
dyad5,instruct,perant,S13,4.692
dyad5,instruct,perant,S14,4.7
dyad5,instruct,perant,S15,3.705
dyad5,instruct,perant,S16,4.023
dyad5,instruct,perant,S17,5.892
dyad5,instruct,perant,S18,6.187
